gene1.1	gene1_v1.1
gene_c22_5320V3.1	gene_c22_5320V1.1
gene_c22_5330V3.1	gene_c22_5330V1.1
gene_c22_540V3.1	gene_c22_540V1.1
gene_c22_5419V3.1	
gene_c22_5440V3.1	gene_c22_5440V1.1
gene_c22_5450V3.1	gene_c22_5450V1.1
gene_c22_5470V3.1	gene_c22_5470V1.1
gene_c22_5480V3.1	gene_c22_5480V1.1
gene_c22_5486V3.1	
gene_c22_550V3.1	gene_c22_550V1.1
gene_c22_5530V3.1	gene_c22_5530V1.1
gene_c22_5590V3.1	gene_c22_5590V1.1
gene_c22_5610V3.1	gene_c22_5610V1.1
gene_c22_5612V3.1	
gene_c22_5640V3.1	gene_c22_5640V1.1
gene_c22_5660V3.1	gene_c22_5660V1.1
gene_c22_5665V3.1	
gene_c22_5670V3.1	gene_c22_5670V1.1
gene_c22_5700V3.1	gene_c22_5700V1.1
gene_c22_5710V3.1	gene_c22_5710V1.1
gene_c22_5720V3.1	gene_c22_5720V1.1
gene_c22_5760V3.1	gene_c22_5760V1.1
gene_c22_5780V3.1	gene_c22_5780V1.1
gene_c22_579V3.1	
gene_c22_5800V3.1	gene_c22_5800V1.1
gene_c22_580V3.1	gene_c22_580V1.1
gene_c22_5810V3.1	gene_c22_5810V1.1
gene_c22_5830V3.1	gene_c22_5830V1.1
gene_c22_5840V3.1	gene_c22_5840V1.1
gene_c22_5850V3.1	gene_c22_5850V1.1
gene_c22_5870V3.1	gene_c22_5870V1.1
gene_c22_5920V3.1	gene_c22_5920V1.1
gene_c22_5940V3.1	gene_c22_5940V1.1
gene_c22_5950V3.1	gene_c22_5950V1.1
gene_c22_5970V3.1	gene_c22_5970V1.1
gene_c22_5980V3.1	gene_c22_5980V1.1
gene_c22_5990V3.1	gene_c22_5990V1.1
gene_c22_6000V3.1	gene_c22_6000V1.1
gene_c22_6020V3.1	gene_c22_6020V1.1
gene_c22_6050V3.1	gene_c22_6050V1.1
gene_c22_6120V3.1	gene_c22_6120V1.1
gene_c22_6140V3.1	gene_c22_6140V1.1
gene_c22_6150V3.1	gene_c22_6150V1.1
gene_c22_6190V3.1	gene_c22_6190V1.1
gene_c22_630V3.1	gene_c22_630V1.1
gene_c22_6320V3.1	gene_c22_6320V1.1
gene_c22_6360V3.1	gene_c22_6360V1.1
gene_c22_6370V3.1	gene_c22_6370V1.1
gene_c22_6380V3.1	gene_c22_6380V1.1
gene_c22_6390V3.1	gene_c22_6390V1.1
gene_c22_6430V3.1	gene_c22_6430V1.1
gene_c22_6500V3.1	
gene_c22_650V3.1	gene_c22_650V1.1
gene_c22_6510V3.1	gene_c22_6510V1.1
gene_c22_6520V3.1	gene_c22_6520V1.1
gene_c22_6530V3.1	gene_c22_6530V1.1
gene_c22_660V3.1	gene_c22_660V1.1
gene_c22_6690V3.1	gene_c22_6690V1.1
gene_c22_6720V3.1	gene_c22_6720V1.1
gene_c22_6740V3.1	
gene_c22_6760V3.1	gene_c22_6760V1.1
gene_c22_6780V3.1	gene_c22_6780V1.1
gene_c22_6790V3.1	gene_c22_6790V1.1
gene_c22_6800V3.1	gene_c22_6800V1.1
gene_c22_6887V3.1	
gene_c22_6890V3.1	gene_c22_6890V1.1
gene_c22_6900V3.1	gene_c22_6900V1.1
gene_c22_6902V3.1	
gene_c22_6910V3.1	gene_c22_6910V1.1
gene_c22_6920V3.1	gene_c22_6920V1.1
gene_c22_6940V3.1	gene_c22_6940V1.1
gene_c22_6990V3.1	gene_c22_6990V1.1
gene_c22_7000V3.1	gene_c22_7000V1.1
gene_c22_7010V3.1	gene_c22_7010V1.1
gene_c22_7020V3.1	gene_c22_7020V1.1
gene_c22_7030V3.1	gene_c22_7030V1.1
gene_c22_7040V3.1	gene_c22_7040V1.1
gene_c22_7050V3.1	gene_c22_7050V1.1
gene_c22_7080V3.1	gene_c22_7080V1.1
gene_c22_7090V3.1	gene_c22_7090V1.1
gene_c22_70V3.1	gene_c22_70V1.1
gene_c22_7110V3.1	gene_c22_7110V1.1
gene_c22_7125V3.1	
gene_c22_7150V3.1	gene_c22_7150V1.1
gene_c22_7170V3.1	gene_c22_7170V1.1
gene_c22_7180V3.1	gene_c22_7180V1.1
gene_c22_7200V3.1	gene_c22_7200V1.1
gene_c22_7210V3.1	gene_c22_7210V1.1
gene_c22_7230V3.1	gene_c22_7230V1.1
gene_c22_7279V3.1	
gene_c22_7290V3.1	gene_c22_7290V1.1
gene_c22_7300V3.1	
gene_c22_7340V3.1	gene_c22_7340V1.1
gene_c22_7350V3.1	gene_c22_7350V1.1
gene_c22_7360V3.1	gene_c22_7360V1.1
gene_c22_7380V3.1	gene_c22_7380V1.1
gene_c22_7390V3.1	gene_c22_7390V1.1
gene_c22_7400V3.1	gene_c22_7400V1.1
gene_c22_7420V3.1	gene_c22_7420V1.1
gene_c22_7430V3.1	gene_c22_7430V1.1
gene_c22_7480V3.1	gene_c22_7480V1.1
gene_c22_7490V3.1	gene_c22_7490V1.1
gene_c22_7510V3.1	gene_c22_7510V1.1
gene_c22_7520V3.1	gene_c22_7520V1.1
gene_c22_7531V3.1	
gene_c22_7540V3.1	gene_c22_7540V1.1
gene_c22_7550V3.1	gene_c22_7550V1.1
gene_c22_7570V3.1	gene_c22_7570V1.1
gene_c22_7579V3.1	
gene_c22_7580V3.1	gene_c22_7580V1.1
gene_c22_7590V3.1	gene_c22_7590V1.1
gene_c22_7591V3.1	
gene_c22_7600V3.1	gene_c22_7600V1.1
gene_c22_760V3.1	gene_c22_760V1.1
gene_c22_7610V3.1	gene_c22_7610V1.1
gene_c22_7650V3.1	gene_c22_7650V1.1
gene_c22_7680V3.1	gene_c22_7680V1.1
gene_c22_7690V3.1	gene_c22_7690V1.1
gene_c22_7700V3.1	gene_c22_7700V1.1
gene_c22_7710V3.1	gene_c22_7710V1.1
gene_c22_7720V3.1	gene_c22_7720V1.1
gene_c22_7740V3.1	gene_c22_7740V1.1
gene_c22_7780V3.1	gene_c22_7780V1.1
gene_c22_7790V3.1	gene_c22_7790V1.1
gene_c22_7800V3.1	gene_c22_7800V1.1
gene_c22_7820V3.1	gene_c22_7820V1.1
gene_c22_7830V3.1	gene_c22_7830V1.1
gene_c22_7840V3.1	gene_c22_7840V1.1
gene_c22_7850V3.1	gene_c22_7850V1.1
gene_c22_7870V3.1	gene_c22_7870V1.1
gene_c22_7880V3.1	gene_c22_7880V1.1
gene_c22_7890V3.1	gene_c22_7890V1.1
gene_c22_7900V3.1	gene_c22_7900V1.1
gene_c22_7958V3.1	
gene_c22_7960V3.1	gene_c22_7960V1.1
gene_c22_7970V3.1	gene_c22_7970V1.1
gene_c22_7980V3.1	gene_c22_7980V1.1
gene_c22_799V3.1	
gene_c22_8010V3.1	gene_c22_8010V1.1
gene_c22_8020V3.1	gene_c22_8020V1.1
gene_c22_8030V3.1	gene_c22_8030V1.1
gene_c22_8040V3.1	
gene_c22_8050V3.1	gene_c22_8050V1.1
gene_c22_8060V3.1	gene_c22_8060V1.1
gene_c22_8091V3.1	
gene_c22_80V3.1	gene_c22_80V1.1
gene_c22_8100V3.1	gene_c22_8100V1.1
gene_c22_810V3.1	gene_c22_810V1.1
gene_c22_8120V3.1	gene_c22_8120V1.1
gene_c22_8150V3.1	gene_c22_8150V1.1
gene_c22_8160V3.1	gene_c22_8160V1.1
gene_c22_820V3.1	gene_c22_820V1.1
gene_c22_8210V3.1	gene_c22_8210V1.1
gene_c22_8217V3.1	
gene_c22_8260V3.1	gene_c22_8260V1.1
gene_c22_8290V3.1	gene_c22_8290V1.1
gene_c22_82V3.1	
gene_c22_8300V3.1	gene_c22_8300V1.1
gene_c22_8310V3.1	gene_c22_8310V1.1
gene_c22_8320V3.1	gene_c22_8320V1.1
gene_c22_840V3.1	gene_c22_840V1.1
gene_c22_8430V3.1	gene_c22_8430V1.1
gene_c22_8440V3.1	gene_c22_8440V1.1
gene_c22_8450V3.1	gene_c22_8450V1.1
gene_c22_8470V3.1	gene_c22_8470V1.1
gene_c22_8480V3.1	gene_c22_8480V1.1
gene_c22_8490V3.1	gene_c22_8490V1.1
gene_c22_8500V3.1	gene_c22_8500V1.1
gene_c22_850V3.1	gene_c22_850V1.1
gene_c22_8510V3.1	gene_c22_8510V1.1
gene_c22_8523V3.1	
gene_c22_8540V3.1	gene_c22_8540V1.1
gene_c22_8560V3.1	gene_c22_8560V1.1
gene_c22_8580V3.1	gene_c22_8580V1.1
gene_c22_8600V3.1	gene_c22_8600V1.1
gene_c22_8620V3.1	gene_c22_8620V1.1
gene_c22_8640V3.1	gene_c22_8640V1.1
gene_c22_8670V3.1	gene_c22_8670V1.1
gene_c22_8680V3.1	gene_c22_8680V1.1
gene_c22_8690V3.1	gene_c22_8690V1.1
gene_c22_870V3.1	gene_c22_870V1.1
gene_c22_8760V3.1	gene_c22_8760V1.1
gene_c22_8770V3.1	gene_c22_8770V1.1
gene_c22_8800V3.1	gene_c22_8800V1.1
gene_c22_8810V3.1	gene_c22_8810V1.1
gene_c22_8840V3.1	gene_c22_8840V1.1
gene_c22_8850V3.1	
gene_c22_8860V3.1	gene_c22_8860V1.1
gene_c22_8870V3.1	gene_c22_8870V1.1
gene_c22_8900V3.1	
gene_c22_8910V3.1	gene_c22_8910V1.1
gene_c22_8930V3.1	
gene_c22_8940V3.1	gene_c22_8940V1.1
gene_c22_8950V3.1	gene_c22_8950V1.1
gene_c22_8970V3.1	gene_c22_8970V1.1
gene_c22_8978V3.1	
gene_c22_9010V3.1	gene_c22_9010V1.1
gene_c22_9020V3.1	gene_c22_9020V1.1
gene_c22_9030V3.1	gene_c22_9030V1.1
gene_c22_9040V3.1	gene_c22_9040V1.1
gene_c22_9050V3.1	gene_c22_9050V1.1
gene_c22_9051V3.1	
gene_c22_9060V3.1	gene_c22_9060V1.1
gene_c22_9070V3.1	
gene_c22_9080V3.1	gene_c22_9080V1.1
gene_c22_9093V3.1	
gene_c22_90V3.1	gene_c22_90V1.1
gene_c22_9100V3.1	gene_c22_9100V1.1
gene_c22_9120V3.1	gene_c22_9120V1.1
gene_c22_9152V3.1	
gene_c22_9158V3.1	
gene_c22_9190V3.1	gene_c22_9190V1.1
gene_c22_9200V3.1	gene_c22_9200V1.1
gene_c22_9209V3.1	
gene_c22_9220V3.1	gene_c22_9220V1.1
gene_c22_9250V3.1	gene_c22_9250V1.1
gene_c22_9260V3.1	gene_c22_9260V1.1
gene_c22_9300V3.1	gene_c22_9300V1.1
gene_c22_930V3.1	gene_c22_930V1.1
gene_c22_9330V3.1	gene_c22_9330V1.1
gene_c22_9340V3.1	gene_c22_9340V1.1
gene_c22_9370V3.1	gene_c22_9370V1.1
gene_c22_9380V3.1	gene_c22_9380V1.1
gene_c22_9450V3.1	gene_c22_9450V1.1
gene_c22_9470V3.1	gene_c22_9470V1.1
gene_c22_9570V3.1	gene_c22_9570V1.1
gene_c22_9580V3.1	gene_c22_9580V1.1
gene_c22_9600V3.1	gene_c22_9600V1.1
gene_c22_9659V3.1	
gene_c22_9667V3.1	
gene_c22_9680V3.1	gene_c22_9680V1.1
gene_c22_9690V3.1	gene_c22_9690V1.1
gene_c22_9700V3.1	gene_c22_9700V1.1
gene_c22_9709V3.1	
gene_c22_9730V3.1	gene_c22_9730V1.1
gene_c22_9740V3.1	gene_c22_9740V1.1
gene_c22_9749V3.1	
gene_c22_9770V3.1	gene_c22_9770V1.1
gene_c22_9780V3.1	gene_c22_9780V1.1
gene_c22_9790V3.1	gene_c22_9790V1.1
gene_c22_9793V3.1	
gene_c22_9800V3.1	
gene_c22_9810V3.1	gene_c22_9810V1.1
gene_c22_9891V3.1	
gene_c22_9910V3.1	gene_c22_9910V1.1
gene_c22_9930V3.1	gene_c22_9930V1.1
gene_c22_9940V3.1	gene_c22_9940V1.1
gene_c22_9950V3.1	gene_c22_9950V1.1
gene_c22_9980V3.1	gene_c22_9980V1.1
gene_c23_10010V3.1	gene_c23_10010V1.1
gene_c23_10020V3.1	gene_c23_10020V1.1
gene_c23_10030V3.1	gene_c23_10030V1.1
gene_c23_10040V3.1	gene_c23_10040V1.1
gene_c23_10050V3.1	gene_c23_10050V1.1
gene_c23_10052V3.1	
gene_c23_10070V3.1	gene_c23_10070V1.1
gene_c23_100V3.1	gene_c23_100V1.1
gene_c23_10130V3.1	gene_c23_10130V1.1
gene_c23_10140V3.1	
gene_c23_10180V3.1	gene_c23_10180V1.1
gene_c23_10200V3.1	gene_c23_10200V1.1
gene_c23_10230V3.1	gene_c23_10230V1.1
gene_c23_10240V3.1	gene_c23_10240V1.1
gene_c23_10250V3.1	gene_c23_10250V1.1
gene_c23_10270V3.1	gene_c23_10270V1.1
gene_c23_10300V3.1	gene_c23_10300V1.1
gene_c23_1030V3.1	gene_c23_1030V1.1
gene_c23_10310V3.1	gene_c23_10310V1.1
gene_c23_10340V3.1	gene_c23_10340V1.1
gene_c23_10370V3.1	gene_c23_10370V1.1
gene_c23_1037V3.1	
gene_c23_10390V3.1	gene_c23_10390V1.1
gene_c23_10407V3.1	
gene_c23_10430V3.1	gene_c23_10430V1.1
gene_c23_10441V3.1	
gene_c23_10450V3.1	gene_c23_10450V1.1
gene_c23_10461V3.1	
gene_c23_10470V3.1	gene_c23_10470V1.1
gene_c23_10500V3.1	gene_c23_10500V1.1
gene_c23_1050V3.1	gene_c23_1050V1.1
gene_c23_10510V3.1	
gene_c23_10530V3.1	gene_c23_10530V1.1
gene_c23_10559V3.1	
gene_c23_10580V3.1	gene_c23_10580V1.1
gene_c23_10590V3.1	gene_c23_10590V1.1
gene_c23_10600V3.1	gene_c23_10600V1.1
gene_c23_1060V3.1	gene_c23_1060V1.1
gene_c23_10650V3.1	gene_c23_10650V1.1
gene_c23_10670V3.1	gene_c23_10670V1.1
gene_c23_10680V3.1	gene_c23_10680V1.1
gene_c23_10720V3.1	gene_c23_10720V1.1
gene_c23_10730V3.1	gene_c23_10730V1.1
gene_c23_10749V3.1	
gene_c23_10770V3.1	gene_c23_10770V1.1
gene_c23_10780V3.1	gene_c23_10780V1.1
gene_c23_1080V3.1	gene_c23_1080V1.1
gene_c23_10810V3.1	gene_c23_10810V1.1
gene_c23_10831V3.1	
gene_c23_10840V3.1	gene_c23_10840V1.1
gene_c23_10870V3.1	gene_c23_10870V1.1
gene_c23_10880V3.1	gene_c23_10880V1.1
gene_c23_10892V3.1	
gene_c23_10900V3.1	gene_c23_10900V1.1
gene_c23_1090V3.1	gene_c23_1090V1.1
gene_c23_10920V3.1	gene_c23_10920V1.1
gene_c23_10930V3.1	gene_c23_10930V1.1
gene_c23_10940V3.1	gene_c23_10940V1.1
gene_c23_10950V3.1	gene_c23_10950V1.1
gene_c23_10970V3.1	
gene_c23_10990V3.1	gene_c23_10990V1.1
gene_c23_1100V3.1	gene_c23_1100V1.1
gene_c23_11010V3.1	gene_c23_11010V1.1
gene_c23_11030V3.1	gene_c23_11030V1.1
gene_c23_11037V3.1	
gene_c23_11080V3.1	gene_c23_11080V1.1
gene_c23_11120V3.1	gene_c23_11120V1.1
gene_c23_11160V3.1	gene_c23_11160V1.1
gene_c23_11170V3.1	gene_c23_11170V1.1
gene_c23_11220V3.1	gene_c23_11220V1.1
gene_c23_11231V3.1	
gene_c23_11240V3.1	gene_c23_11240V1.1
gene_c23_11270V3.1	gene_c23_11270V1.1
gene_c23_11300V3.1	gene_c23_11300V1.1
gene_c23_1130V3.1	gene_c23_1130V1.1
gene_c23_11310V3.1	
gene_c23_11320V3.1	gene_c23_11320V1.1
gene_c23_11330V3.1	gene_c23_11330V1.1
gene_c23_11350V3.1	gene_c23_11350V1.1
gene_c23_11380V3.1	gene_c23_11380V1.1
gene_c23_11390V3.1	gene_c23_11390V1.1
gene_c23_11400V3.1	gene_c23_11400V1.1
gene_c23_11410V3.1	gene_c23_11410V1.1
gene_c23_11420V3.1	gene_c23_11420V1.1
gene_c23_11430V3.1	gene_c23_11430V1.1
gene_c23_11450V3.1	gene_c23_11450V1.1
gene_c23_11480V3.1	gene_c23_11480V1.1
gene_c23_11500V3.1	gene_c23_11500V1.1
gene_c23_11510V3.1	gene_c23_11510V1.1
gene_c23_11519V3.1	
gene_c23_11520V3.1	gene_c23_11520V1.1
gene_c23_11560V3.1	gene_c23_11560V1.1
gene_c23_11570V3.1	gene_c23_11570V1.1
gene_c23_11580V3.1	
gene_c23_11581V3.1	
gene_c23_11590V3.1	gene_c23_11590V1.1
gene_c23_11600V3.1	gene_c23_11600V1.1
gene_c23_1160V3.1	gene_c23_1160V1.1
gene_c23_11610V3.1	gene_c23_11610V1.1
gene_c23_11620V3.1	gene_c23_11620V1.1
gene_c23_11630V3.1	gene_c23_11630V1.1
gene_c23_11640V3.1	gene_c23_11640V1.1
gene_c23_11650V3.1	gene_c23_11650V1.1
gene_c23_11670V3.1	gene_c23_11670V1.1
gene_c23_11680V3.1	gene_c23_11680V1.1
gene_c23_11690V3.1	gene_c23_11690V1.1
gene_c23_11700V3.1	gene_c23_11700V1.1
gene_c23_1170V3.1	gene_c23_1170V1.1
gene_c23_11710V3.1	gene_c23_11710V1.1
gene_c23_11730V3.1	gene_c23_11730V1.1
gene_c23_11750V3.1	gene_c23_11750V1.1
gene_c23_11770V3.1	
gene_c23_11780V3.1	gene_c23_11780V1.1
gene_c23_11800V3.1	gene_c23_11800V1.1
gene_c23_1180V3.1	gene_c23_1180V1.1
gene_c23_11820V3.1	gene_c23_11820V1.1
gene_c23_11890V3.1	gene_c23_11890V1.1
gene_c23_1190V3.1	gene_c23_1190V1.1
gene_c23_11910V3.1	gene_c23_11910V1.1
gene_c23_12000V3.1	gene_c23_12000V1.1
gene_c23_12020V3.1	gene_c23_12020V1.1
gene_c23_12050V3.1	gene_c23_12050V1.1
gene_c23_12060V3.1	gene_c23_12060V1.1
gene_c23_12070V3.1	
gene_c23_12080V3.1	gene_c23_12080V1.1
gene_c23_1210V3.1	gene_c23_1210V1.1
gene_c23_12150V3.1	gene_c23_12150V1.1
gene_c23_12170V3.1	
gene_c23_12200V3.1	gene_c23_12200V1.1
gene_c23_1220V3.1	gene_c23_1220V1.1
gene_c23_12300V3.1	gene_c23_12300V1.1
gene_c23_12330V3.1	gene_c23_12330V1.1
gene_c23_12370V3.1	gene_c23_12370V1.1
gene_c23_12430V3.1	gene_c23_12430V1.1
gene_c23_12440V3.1	gene_c23_12440V1.1
gene_c23_12480V3.1	gene_c23_12480V1.1
gene_c23_12490V3.1	gene_c23_12490V1.1
gene_c23_12500V3.1	gene_c23_12500V1.1
gene_c23_12540V3.1	gene_c23_12540V1.1
gene_c23_12580V3.1	gene_c23_12580V1.1
gene_c23_12590V3.1	gene_c23_12590V1.1
gene_c23_12600V3.1	gene_c23_12600V1.1
gene_c23_1260V3.1	gene_c23_1260V1.1
gene_c23_12620V3.1	gene_c23_12620V1.1
gene_c23_12639V3.1	
gene_c23_12650V3.1	gene_c23_12650V1.1
gene_c23_12670V3.1	gene_c23_12670V1.1
gene_c23_12690V3.1	gene_c23_12690V1.1
gene_c23_12700V3.1	gene_c23_12700V1.1
gene_c23_12730V3.1	gene_c23_12730V1.1
gene_c23_12740V3.1	gene_c23_12740V1.1
gene_c23_12750V3.1	
gene_c23_12760V3.1	gene_c23_12760V1.1
gene_c23_12811V3.1	
gene_c23_12820V3.1	gene_c23_12820V1.1
gene_c23_12840V3.1	gene_c23_12840V1.1
gene_c23_12870V3.1	gene_c23_12870V1.1
gene_c23_12890V3.1	gene_c23_12890V1.1
gene_c23_12900V3.1	gene_c23_12900V1.1
gene_c23_12910V3.1	gene_c23_12910V1.1
gene_c23_12920V3.1	gene_c23_12920V1.1
gene_c23_12930V3.1	gene_c23_12930V1.1
gene_c23_12950V3.1	gene_c23_12950V1.1
gene_c23_12960V3.1	gene_c23_12960V1.1
gene_c23_12970V3.1	gene_c23_12970V1.1
gene_c23_12980V3.1	gene_c23_12980V1.1
gene_c23_13000V3.1	gene_c23_13000V1.1
gene_c23_13020V3.1	
gene_c23_13040V3.1	gene_c23_13040V1.1
gene_c23_13078V3.1	
gene_c23_13081V3.1	
gene_c23_130V3.1	gene_c23_130V1.1
gene_c23_13100V3.1	gene_c23_13100V1.1
gene_c23_1310V3.1	
gene_c23_13110V3.1	
gene_c23_13130V3.1	gene_c23_13130V1.1
gene_c23_13140V3.1	gene_c23_13140V1.1
gene_c23_13180V3.1	gene_c23_13180V1.1
gene_c23_13183V3.1	
gene_c23_1320V3.1	gene_c23_1320V1.1
gene_c23_13220V3.1	gene_c23_13220V1.1
gene_c23_13240V3.1	gene_c23_13240V1.1
gene_c23_13260V3.1	gene_c23_13260V1.1
gene_c23_13280V3.1	gene_c23_13280V1.1
gene_c23_1330V3.1	gene_c23_1330V1.1
gene_c23_13310V3.1	gene_c23_13310V1.1
gene_c23_13320V3.1	gene_c23_13320V1.1
gene_c23_13350V3.1	gene_c23_13350V1.1
gene_c23_13360V3.1	gene_c23_13360V1.1
gene_c23_13390V3.1	gene_c23_13390V1.1
gene_c23_13400V3.1	gene_c23_13400V1.1
gene_c23_1340V3.1	gene_c23_1340V1.1
gene_c23_13420V3.1	gene_c23_13420V1.1
gene_c23_13490V3.1	gene_c23_13490V1.1
gene_c23_1350V3.1	gene_c23_1350V1.1
gene_c23_13580V3.1	gene_c23_13580V1.1
gene_c23_13600V3.1	
gene_c23_13610V3.1	
gene_c23_13620V3.1	gene_c23_13620V1.1
gene_c23_13630V3.1	gene_c23_13630V1.1
gene_c23_13640V3.1	gene_c23_13640V1.1
gene_c23_13660V3.1	gene_c23_13660V1.1
gene_c23_13670V3.1	gene_c23_13670V1.1
gene_c23_13690V3.1	gene_c23_13690V1.1
gene_c23_13700V3.1	gene_c23_13700V1.1
gene_c23_1370V3.1	gene_c23_1370V1.1
gene_c23_13720V3.1	gene_c23_13720V1.1
gene_c23_13730V3.1	gene_c23_13730V1.1
gene_c23_13740V3.1	gene_c23_13740V1.1
gene_c23_13750V3.1	gene_c23_13750V1.1
gene_c23_1379V3.1	
gene_c23_13810V3.1	
gene_c23_13820V3.1	gene_c23_13820V1.1
gene_c23_13840V3.1	gene_c23_13840V1.1
gene_c23_13850V3.1	gene_c23_13850V1.1
gene_c23_13851V3.1	
gene_c23_13890V3.1	gene_c23_13890V1.1
gene_c23_13900V3.1	gene_c23_13900V1.1
gene_c23_13910V3.1	gene_c23_13910V1.1
gene_c23_13927V3.1	
gene_c23_13930V3.1	gene_c23_13930V1.1
gene_c23_13940V3.1	gene_c23_13940V1.1
gene_c23_13990V3.1	gene_c23_13990V1.1
gene_c23_1399V3.1	
gene_c23_14000V3.1	gene_c23_14000V1.1
gene_c23_14010V3.1	gene_c23_14010V1.1
gene_c23_14030V3.1	gene_c23_14030V1.1
gene_c23_14050V3.1	gene_c23_14050V1.1
gene_c23_14070V3.1	gene_c23_14070V1.1
gene_c23_14080V3.1	gene_c23_14080V1.1
gene_c23_140V3.1	gene_c23_140V1.1
gene_c23_14110V3.1	
gene_c23_14120V3.1	gene_c23_14120V1.1
gene_c23_14140V3.1	gene_c23_14140V1.1
gene_c23_14180V3.1	gene_c23_14180V1.1
gene_c23_1420V3.1	gene_c23_1420V1.1
gene_c23_14220V3.1	gene_c23_14220V1.1
gene_c23_14230V3.1	gene_c23_14230V1.1
gene_c23_14232V3.1	
gene_c23_14240V3.1	gene_c23_14240V1.1
gene_c23_14250V3.1	gene_c23_14250V1.1
gene_c23_14280V3.1	gene_c23_14280V1.1
gene_c23_1430V3.1	gene_c23_1430V1.1
gene_c23_14310V3.1	
gene_c23_14360V3.1	gene_c23_14360V1.1
gene_c23_14390V3.1	gene_c23_14390V1.1
gene_c23_14420V3.1	gene_c23_14420V1.1
gene_c23_14490V3.1	gene_c23_14490V1.1
gene_c23_14510V3.1	gene_c23_14510V1.1
gene_c23_14520V3.1	gene_c23_14520V1.1
gene_c23_14521V3.1	gene_c23_14521V1.1
gene_c23_14540V3.1	gene_c23_14540V1.1
gene_c23_14609V3.1	
gene_c23_1460V3.1	
gene_c23_14630V3.1	gene_c23_14630V1.1
gene_c23_14640V3.1	gene_c23_14640V1.1
gene_c23_14650V3.1	gene_c23_14650V1.1
gene_c23_14660V3.1	gene_c23_14660V1.1
gene_c23_14665V3.1	
gene_c23_14680V3.1	gene_c23_14680V1.1
gene_c23_14690V3.1	
gene_c23_14700V3.1	gene_c23_14700V1.1
gene_c23_1470V3.1	gene_c23_1470V1.1
gene_c23_14710V3.1	gene_c23_14710V1.1
gene_c23_14720V3.1	
gene_c23_14740V3.1	gene_c23_14740V1.1
gene_c23_14750V3.1	gene_c23_14750V1.1
gene_c23_14780V3.1	gene_c23_14780V1.1
gene_c23_14790V3.1	gene_c23_14790V1.1
gene_c23_1480V3.1	gene_c23_1480V1.1
gene_c23_14810V3.1	gene_c23_14810V1.1
gene_c23_14820V3.1	gene_c23_14820V1.1
gene_c23_14840V3.1	gene_c23_14840V1.1
gene_c23_14846V3.1	
gene_c23_14870V3.1	gene_c23_14870V1.1
gene_c23_14890V3.1	gene_c23_14890V1.1
gene_c23_14900V3.1	gene_c23_14900V1.1
gene_c23_14910V3.1	gene_c23_14910V1.1
gene_c23_14930V3.1	gene_c23_14930V1.1
gene_c23_14940V3.1	gene_c23_14940V1.1
gene_c23_14950V3.1	gene_c23_14950V1.1
gene_c23_14970V3.1	gene_c23_14970V1.1
gene_c23_14990V3.1	gene_c23_14990V1.1
gene_c23_15020V3.1	gene_c23_15020V1.1
gene_c23_15050V3.1	gene_c23_15050V1.1
gene_c23_15070V3.1	gene_c23_15070V1.1
gene_c23_15080V3.1	gene_c23_15080V1.1
gene_c23_15090V3.1	gene_c23_15090V1.1
gene_c23_15100V3.1	gene_c23_15100V1.1
gene_c23_15130V3.1	gene_c23_15130V1.1
gene_c23_15150V3.1	gene_c23_15150V1.1
gene_c23_15190V3.1	gene_c23_15190V1.1
gene_c23_15240V3.1	gene_c23_15240V1.1
gene_c23_15250V3.1	gene_c23_15250V1.1
gene_c23_15260V3.1	gene_c23_15260V1.1
gene_c23_15268V3.1	
gene_c23_15270V3.1	gene_c23_15270V1.1
gene_c23_15290V3.1	gene_c23_15290V1.1
gene_c23_15300V3.1	gene_c23_15300V1.1
gene_c23_15320V3.1	gene_c23_15320V1.1
gene_c23_15330V3.1	gene_c23_15330V1.1
gene_c23_15340V3.1	gene_c23_15340V1.1
gene_c23_15360V3.1	gene_c23_15360V1.1
gene_c23_15370V3.1	gene_c23_15370V1.1
gene_c23_15380V3.1	gene_c23_15380V1.1
gene_c23_15390V3.1	gene_c23_15390V1.1
gene_c23_15400V3.1	gene_c23_15400V1.1
gene_c23_15410V3.1	gene_c23_15410V1.1
gene_c23_15420V3.1	gene_c23_15420V1.1
gene_c23_15440V3.1	gene_c23_15440V1.1
gene_c23_15450V3.1	gene_c23_15450V1.1
gene_c23_15470V3.1	gene_c23_15470V1.1
gene_c23_15500V3.1	gene_c23_15500V1.1
gene_c23_15510V3.1	gene_c23_15510V1.1
gene_c23_15520V3.1	gene_c23_15520V1.1
gene_c23_15540V3.1	gene_c23_15540V1.1
gene_c23_15550V3.1	gene_c23_15550V1.1
gene_c23_15560V3.1	gene_c23_15560V1.1
gene_c23_15570V3.1	gene_c23_15570V1.1
gene_c23_15610V3.1	
gene_c23_15630V3.1	gene_c23_15630V1.1
gene_c23_15640V3.1	gene_c23_15640V1.1
gene_c23_15650V3.1	gene_c23_15650V1.1
gene_c23_15670V3.1	gene_c23_15670V1.1
gene_c23_15673V3.1	
gene_c23_15710V3.1	gene_c23_15710V1.1
gene_c23_15730V3.1	gene_c23_15730V1.1
gene_c23_15740V3.1	gene_c23_15740V1.1
gene_c23_15760V3.1	gene_c23_15760V1.1
gene_c23_15770V3.1	gene_c23_15770V1.1
gene_c23_15780V3.1	
