gene1.1	gene1_v2.1
gene_c19_7386V3.1	
gene_c19_7390V3.1	gene_s234_42V2.1;gene_s234_44V2.1
gene_c19_740V3.1	
gene_c19_7430V3.1	gene_s234_46V2.1
gene_c19_7460V3.1	
gene_c19_7489V3.1	
gene_c19_7491V3.1	
gene_c19_7500V3.1	
gene_c19_7530V3.1	gene_s234_58V2.1
gene_c19_7560V3.1	gene_s234_59V2.1;gene_s234_60V2.1
gene_c19_7610V3.1	gene_s234_64V2.1
gene_c19_7620V3.1	gene_s234_65V2.1
gene_c19_7630V3.1	gene_s234_66V2.1;gene_s234_67V2.1
gene_c19_7640V3.1	gene_s234_66V2.1;gene_s234_67V2.1
gene_c19_7650V3.1	gene_s234_68V2.1
gene_c19_7660V3.1	gene_s234_69V2.1
gene_c19_7670V3.1	gene_s234_70V2.1
gene_c19_7680V3.1	gene_s234_71V2.1
gene_c19_7700V3.1	gene_s234_73V2.1
gene_c19_7710V3.1	gene_s234_74V2.1
gene_c19_7712V3.1	gene_s234_74V2.1
gene_c19_7730V3.1	gene_s234_76V2.1
gene_c19_7760V3.1	gene_s234_78V2.1;gene_s234_79V2.1
gene_c19_7770V3.1	gene_s234_81V2.1
gene_c19_7810V3.1	gene_s234_84V2.1;gene_s234_85V2.1
gene_c19_7820V3.1	
gene_c19_7841V3.1	
gene_c19_7860V3.1	gene_s234_88V2.1
gene_c19_7880V3.1	
gene_c19_7890V3.1	gene_s234_92V2.1
gene_c19_790V3.1	gene_s208_89V2.1
gene_c19_7910V3.1	gene_s234_91V2.1
gene_c19_7916V3.1	gene_s234_91V2.1
gene_c19_7930V3.1	
gene_c19_7940V3.1	
gene_c19_7950V3.1	
gene_c19_7960V3.1	gene_s234_96V2.1
gene_c19_7970V3.1	gene_s234_97V2.1;gene_s234_98V2.1
gene_c19_7971V3.1	gene_s234_97V2.1;gene_s234_98V2.1
gene_c19_8020V3.1	gene_s234_105V2.1
gene_c19_8030V3.1	gene_s234_106V2.1
gene_c19_8040V3.1	gene_s234_107V2.1
gene_c19_8050V3.1	gene_s234_107V2.1;gene_s234_108V2.1
gene_c19_8060V3.1	
gene_c19_8062V3.1	
gene_c19_8070V3.1	gene_s553_2V2.1
gene_c19_80V3.1	gene_s208_16V2.1
gene_c19_810V3.1	gene_s208_91V2.1
gene_c19_8150V3.1	
gene_c19_8160V3.1	gene_s175_3V2.1;gene_s175_6V2.1
gene_c19_8170V3.1	
gene_c19_8190V3.1	gene_s175_7V2.1
gene_c19_819V3.1	
gene_c19_8200V3.1	gene_s175_8V2.1
gene_c19_8210V3.1	
gene_c19_8230V3.1	gene_s175_12V2.1
gene_c19_830V3.1	
gene_c19_8310V3.1	gene_s175_16V2.1
gene_c19_8330V3.1	gene_s175_19V2.1
gene_c19_8370V3.1	
gene_c19_8410V3.1	gene_s175_26V2.1;gene_s175_28V2.1
gene_c19_8420V3.1	gene_s175_26V2.1;gene_s175_28V2.1
gene_c19_842V3.1	
gene_c19_8469V3.1	gene_s175_34V2.1
gene_c19_8482V3.1	
gene_c19_850V3.1	gene_s208_95V2.1
gene_c19_8590V3.1	gene_s175_45V2.1;gene_s175_46V2.1
gene_c19_860V3.1	gene_s208_95V2.1;gene_s208_96V2.1
gene_c19_8620V3.1	gene_s175_48V2.1
gene_c19_8640V3.1	gene_s175_49V2.1
gene_c19_8650V3.1	gene_s175_50V2.1
gene_c19_8660V3.1	gene_s175_51V2.1
gene_c19_8670V3.1	gene_s175_54V2.1
gene_c19_8680V3.1	gene_s175_54V2.1;gene_s175_56V2.1
gene_c19_8690V3.1	gene_s175_56V2.1;gene_s175_57V2.1
gene_c19_8695V3.1	gene_s175_57V2.1
gene_c19_8700V3.1	gene_s175_59V2.1
gene_c19_8720V3.1	gene_s175_61V2.1
gene_c19_8730V3.1	gene_s175_63V2.1
gene_c19_8751V3.1	
gene_c19_8770V3.1	gene_s175_67V2.1;gene_s175_68V2.1
gene_c19_8790V3.1	gene_s175_70V2.1
gene_c19_880V3.1	gene_s208_98V2.1
gene_c19_8830V3.1	gene_s175_72V2.1;gene_s175_73V2.1
gene_c19_8840V3.1	gene_s175_76V2.1
gene_c19_8850V3.1	
gene_c19_8880V3.1	gene_s175_77V2.1
gene_c19_8890V3.1	gene_s175_78V2.1
gene_c19_8920V3.1	gene_s175_82V2.1;gene_s175_83V2.1
gene_c19_8940V3.1	
gene_c19_8950V3.1	gene_s175_86V2.1;gene_s175_88V2.1
gene_c19_8962V3.1	
gene_c19_8970V3.1	
gene_c19_9000V3.1	gene_s175_94V2.1
gene_c19_9020V3.1	gene_s175_95V2.1;gene_s175_96V2.1
gene_c19_9050V3.1	gene_s175_97V2.1
gene_c19_909V3.1	gene_s208_101V2.1
gene_c19_90V3.1	gene_s208_15V2.1
gene_c19_9110V3.1	gene_s175_101V2.1;gene_s175_102V2.1
gene_c19_9120V3.1	gene_s175_102V2.1
gene_c19_9150V3.1	gene_s175_104V2.1
gene_c19_9160V3.1	gene_s175_105V2.1
gene_c19_9180V3.1	gene_s175_106V2.1
gene_c19_9182V3.1	gene_s175_106V2.1
gene_c19_9270V3.1	
gene_c19_9271V3.1	
gene_c19_9280V3.1	
gene_c19_9281V3.1	
gene_c19_930V3.1	gene_s208_104V2.1
gene_c19_9339V3.1	
gene_c19_9346V3.1	gene_s175_136V2.1;gene_s175_137V2.1
gene_c19_9370V3.1	gene_s175_135V2.1
gene_c19_9410V3.1	gene_s175_131V2.1;gene_s175_132V2.1
gene_c19_9420V3.1	gene_s175_129V2.1
gene_c19_9430V3.1	gene_s175_128V2.1
gene_c19_9460V3.1	gene_s175_124V2.1
gene_c19_9470V3.1	gene_s175_122V2.1;gene_s175_124V2.1
gene_c19_9550V3.1	
gene_c19_9580V3.1	gene_s174_129V2.1
gene_c19_9596V3.1	gene_s174_126V2.1;gene_s174_127V2.1
gene_c19_9620V3.1	gene_s174_123V2.1
gene_c19_9629V3.1	gene_s174_122V2.1
gene_c19_9639V3.1	gene_s174_121V2.1
gene_c19_9660V3.1	gene_s174_120V2.1
gene_c19_9670V3.1	
gene_c19_9680V3.1	gene_s174_116V2.1;gene_s174_118V2.1
gene_c19_9690V3.1	gene_s174_116V2.1
gene_c19_970V3.1	gene_s791_4V2.1
gene_c19_9720V3.1	gene_s174_114V2.1
gene_c19_9737V3.1	gene_s174_111V2.1
gene_c19_9740V3.1	gene_s174_111V2.1
gene_c19_974V3.1	gene_s791_4V2.1
gene_c19_9760V3.1	gene_s174_108V2.1
gene_c19_9770V3.1	gene_s174_107V2.1
gene_c19_9830V3.1	gene_s174_99V2.1
gene_c19_9840V3.1	gene_s174_98V2.1
gene_c19_9850V3.1	gene_s174_97V2.1
gene_c19_9880V3.1	gene_s174_93V2.1
gene_c19_990V3.1	gene_s791_2V2.1;gene_s791_3V2.1
gene_c19_9910V3.1	gene_s174_93V2.1
gene_c19_9920V3.1	gene_s174_93V2.1
gene_c19_9940V3.1	
gene_c19_9950V3.1	gene_s174_92V2.1
gene_c19_9960V3.1	gene_s174_91V2.1
gene_c19_9970V3.1	gene_s174_90V2.1
gene_c19_9990V3.1	
gene_c2_10000V3.1	gene_s84_145V2.1;gene_s84_148V2.1
gene_c2_1000V3.1	gene_s226_93V2.1
gene_c2_10040V3.1	gene_s84_150V2.1;gene_s84_151V2.1
gene_c2_10060V3.1	gene_s84_153V2.1
gene_c2_10070V3.1	gene_s84_154V2.1
gene_c2_10088V3.1	
gene_c2_10100V3.1	gene_s84_159V2.1
gene_c2_10110V3.1	
gene_c2_10130V3.1	gene_s84_164V2.1
gene_c2_10180V3.1	gene_s84_168V2.1;gene_s84_169V2.1
gene_c2_101V3.1	
gene_c2_10200V3.1	gene_s84_170V2.1
gene_c2_10210V3.1	gene_s84_171V2.1
gene_c2_10220V3.1	gene_s84_173V2.1
gene_c2_10230V3.1	gene_s84_174V2.1
gene_c2_10260V3.1	gene_s84_178V2.1
gene_c2_10270V3.1	gene_s84_179V2.1
gene_c2_10280V3.1	gene_s84_180V2.1
gene_c2_10289V3.1	gene_s84_182V2.1
gene_c2_10296V3.1	
gene_c2_10300V3.1	
gene_c2_1030V3.1	
gene_c2_10310V3.1	gene_s84_186V2.1
gene_c2_10320V3.1	gene_s84_187V2.1
gene_c2_10350V3.1	gene_s84_190V2.1
gene_c2_10360V3.1	
gene_c2_10380V3.1	gene_s84_194V2.1
gene_c2_10400V3.1	gene_s84_196V2.1
gene_c2_10410V3.1	gene_s84_198V2.1
gene_c2_10420V3.1	gene_s84_199V2.1
gene_c2_10430V3.1	gene_s84_200V2.1
gene_c2_10440V3.1	gene_s84_202V2.1
gene_c2_10449V3.1	gene_s84_204V2.1
gene_c2_10460V3.1	gene_s84_205V2.1
gene_c2_10530V3.1	gene_s84_209V2.1
gene_c2_10540V3.1	gene_s84_210V2.1
gene_c2_10550V3.1	gene_s84_210V2.1
gene_c2_10560V3.1	gene_s84_213V2.1
gene_c2_10569V3.1	gene_s84_215V2.1
gene_c2_10610V3.1	gene_s84_217V2.1
gene_c2_10620V3.1	gene_s84_218V2.1
gene_c2_10630V3.1	gene_s84_219V2.1
gene_c2_10640V3.1	gene_s84_220V2.1
gene_c2_10660V3.1	gene_s84_221V2.1
gene_c2_10670V3.1	
gene_c2_10680V3.1	gene_s84_223V2.1
gene_c2_10773V3.1	gene_s84_231V2.1
gene_c2_10790V3.1	gene_s84_236V2.1
gene_c2_10810V3.1	
gene_c2_10820V3.1	
gene_c2_10860V3.1	gene_s84_240V2.1
gene_c2_10880V3.1	gene_s84_242V2.1
gene_c2_10900V3.1	gene_s84_243V2.1
gene_c2_1090V3.1	gene_s226_102V2.1
gene_c2_10910V3.1	gene_s84_245V2.1;gene_s84_246V2.1
gene_c2_10920V3.1	gene_s84_246V2.1
gene_c2_10940V3.1	gene_s84_248V2.1
gene_c2_10960V3.1	gene_s84_250V2.1
gene_c2_10980V3.1	gene_s84_251V2.1;gene_s84_252V2.1
gene_c2_11009V3.1	
gene_c2_11020V3.1	gene_s84_258V2.1
gene_c2_11030V3.1	gene_s84_259V2.1
gene_c2_11039V3.1	gene_s84_259V2.1;gene_s84_261V2.1
gene_c2_11050V3.1	
gene_c2_11110V3.1	gene_s84_268V2.1
gene_c2_11130V3.1	gene_s84_273V2.1
gene_c2_11140V3.1	gene_s84_274V2.1
gene_c2_11150V3.1	gene_s84_275V2.1
gene_c2_11160V3.1	gene_s84_276V2.1
gene_c2_11169V3.1	
gene_c2_11190V3.1	gene_s84_278V2.1
gene_c2_11197V3.1	
gene_c2_1120V3.1	gene_s226_107V2.1;gene_s226_96V2.1
gene_c2_11210V3.1	gene_s84_280V2.1;gene_s84_281V2.1
gene_c2_11230V3.1	gene_s84_283V2.1
gene_c2_11240V3.1	
gene_c2_11250V3.1	gene_s84_286V2.1
gene_c2_11270V3.1	gene_s84_287V2.1;gene_s84_289V2.1
gene_c2_11279V3.1	gene_s84_287V2.1;gene_s84_289V2.1
gene_c2_11289V3.1	
gene_c2_11310V3.1	gene_s84_292V2.1
gene_c2_11320V3.1	gene_s84_292V2.1;gene_s84_294V2.1
gene_c2_11350V3.1	gene_s84_294V2.1
gene_c2_11360V3.1	gene_s84_297V2.1
gene_c2_11370V3.1	gene_s84_298V2.1;gene_s84_299V2.1
gene_c2_11380V3.1	gene_s84_299V2.1
gene_c2_11410V3.1	gene_s84_304V2.1
gene_c2_11474V3.1	
gene_c2_11490V3.1	gene_s183_119V2.1
gene_c2_11520V3.1	gene_s183_117V2.1
gene_c2_11540V3.1	gene_s183_114V2.1
gene_c2_11550V3.1	gene_s183_113V2.1
gene_c2_11580V3.1	gene_s183_112V2.1
gene_c2_11600V3.1	
gene_c2_11650V3.1	gene_s183_107V2.1
gene_c2_11660V3.1	gene_s183_104V2.1;gene_s183_106V2.1
gene_c2_11670V3.1	gene_s183_104V2.1;gene_s183_106V2.1
gene_c2_11680V3.1	gene_s183_105V2.1
gene_c2_11730V3.1	gene_s183_100V2.1
gene_c2_11820V3.1	gene_s183_93V2.1
gene_c2_11850V3.1	
gene_c2_11860V3.1	
gene_c2_11870V3.1	gene_s183_85V2.1
gene_c2_1187V3.1	
gene_c2_11890V3.1	gene_s183_83V2.1
gene_c2_11900V3.1	
gene_c2_11910V3.1	
gene_c2_11920V3.1	gene_s183_79V2.1
gene_c2_11930V3.1	
gene_c2_11940V3.1	
gene_c2_11970V3.1	gene_s183_75V2.1
gene_c2_11980V3.1	gene_s183_75V2.1
gene_c2_11990V3.1	
gene_c2_1200V3.1	
gene_c2_12080V3.1	gene_s183_67V2.1
gene_c2_12090V3.1	
gene_c2_12100V3.1	gene_s183_64V2.1
gene_c2_12110V3.1	gene_s183_63V2.1
gene_c2_12120V3.1	gene_s183_61V2.1
gene_c2_12150V3.1	gene_s183_56V2.1;gene_s183_60V2.1
gene_c2_1220V3.1	gene_s479_11V2.1
gene_c2_12220V3.1	gene_s183_53V2.1
gene_c2_12230V3.1	gene_s183_52V2.1
gene_c2_12240V3.1	gene_s183_47V2.1
gene_c2_12250V3.1	gene_s183_45V2.1;gene_s183_46V2.1
gene_c2_12269V3.1	gene_s183_45V2.1;gene_s183_46V2.1
gene_c2_12290V3.1	gene_s183_43V2.1;gene_s183_44V2.1
gene_c2_12310V3.1	
gene_c2_12320V3.1	gene_s183_36V2.1
gene_c2_12340V3.1	
gene_c2_12370V3.1	gene_s1670_3V2.1;gene_s183_33V2.1
gene_c2_12391V3.1	
gene_c2_1239V3.1	gene_s479_12V2.1
gene_c2_12400V3.1	
gene_c2_12420V3.1	gene_s183_28V2.1;gene_s183_29V2.1
gene_c2_12430V3.1	gene_s183_29V2.1
gene_c2_12520V3.1	
gene_c2_12540V3.1	gene_s183_22V2.1
gene_c2_12550V3.1	gene_s183_21V2.1
gene_c2_1260V3.1	gene_s479_13V2.1
gene_c2_12620V3.1	gene_s183_17V2.1
gene_c2_12630V3.1	gene_s183_16V2.1
gene_c2_12640V3.1	gene_s183_15V2.1
gene_c2_12660V3.1	gene_s183_13V2.1
gene_c2_12670V3.1	gene_s183_12V2.1
gene_c2_12680V3.1	gene_s183_11V2.1
gene_c2_1270V3.1	gene_s479_14V2.1
gene_c2_12740V3.1	gene_s183_4V2.1
gene_c2_12801V3.1	
gene_c2_1280V3.1	gene_s243_3V2.1
gene_c2_12860V3.1	gene_s30_8V2.1
gene_c2_1290V3.1	
gene_c2_12940V3.1	gene_s30_11V2.1;gene_s30_12V2.1
gene_c2_12950V3.1	
gene_c2_12960V3.1	
gene_c2_13094V3.1	
gene_c2_130V3.1	
gene_c2_13100V3.1	
gene_c2_13120V3.1	
gene_c2_13130V3.1	
gene_c2_13140V3.1	gene_s30_28V2.1
gene_c2_13200V3.1	gene_s30_33V2.1
gene_c2_13210V3.1	
gene_c2_13220V3.1	
gene_c2_13230V3.1	
gene_c2_13240V3.1	gene_s30_36V2.1
gene_c2_13250V3.1	gene_s30_36V2.1
gene_c2_13260V3.1	gene_s30_37V2.1
gene_c2_13270V3.1	gene_s30_37V2.1;gene_s30_39V2.1
gene_c2_13280V3.1	gene_s30_41V2.1
gene_c2_13290V3.1	gene_s30_42V2.1
gene_c2_13300V3.1	gene_s30_44V2.1
gene_c2_1330V3.1	gene_s243_10V2.1
gene_c2_13320V3.1	gene_s30_47V2.1
gene_c2_13330V3.1	gene_s30_48V2.1;gene_s30_49V2.1
gene_c2_13360V3.1	
gene_c2_13370V3.1	gene_s30_51V2.1
gene_c2_13380V3.1	gene_s30_53V2.1
gene_c2_13400V3.1	gene_s30_55V2.1
gene_c2_1340V3.1	gene_s243_11V2.1
gene_c2_13410V3.1	gene_s30_56V2.1
gene_c2_13420V3.1	gene_s30_59V2.1
gene_c2_13450V3.1	gene_s30_61V2.1;gene_s30_62V2.1
gene_c2_13470V3.1	
gene_c2_13490V3.1	gene_s30_64V2.1
gene_c2_1350V3.1	gene_s243_12V2.1
gene_c2_13520V3.1	gene_s30_67V2.1
gene_c2_13530V3.1	
gene_c2_13540V3.1	gene_s30_72V2.1
gene_c2_13560V3.1	gene_s30_74V2.1
gene_c2_13570V3.1	
gene_c2_13579V3.1	gene_s30_78V2.1
gene_c2_13590V3.1	gene_s30_79V2.1
gene_c2_13600V3.1	
gene_c2_13610V3.1	
gene_c2_13620V3.1	
gene_c2_13670V3.1	gene_s30_86V2.1;gene_s30_87V2.1
gene_c2_13690V3.1	gene_s30_89V2.1
gene_c2_13700V3.1	gene_s30_90V2.1
gene_c2_13720V3.1	gene_s30_92V2.1
gene_c2_13730V3.1	gene_s30_95V2.1
gene_c2_13760V3.1	gene_s30_96V2.1
gene_c2_13790V3.1	gene_s30_101V2.1;gene_s30_102V2.1
gene_c2_13799V3.1	
gene_c2_1380V3.1	gene_s243_16V2.1
gene_c2_13810V3.1	gene_s30_103V2.1
gene_c2_13820V3.1	gene_s30_104V2.1;gene_s30_105V2.1
gene_c2_13850V3.1	
gene_c2_13860V3.1	
gene_c2_13861V3.1	
gene_c2_13870V3.1	gene_s30_111V2.1
gene_c2_13880V3.1	gene_s30_112V2.1
gene_c2_13890V3.1	
gene_c2_13900V3.1	
gene_c2_13920V3.1	gene_s30_116V2.1
gene_c2_13930V3.1	gene_s30_119V2.1;gene_s30_121V2.1;gene_s30_122V2.1
gene_c2_13970V3.1	gene_s30_125V2.1
gene_c2_13990V3.1	gene_s30_127V2.1
gene_c2_14029V3.1	
gene_c2_14050V3.1	gene_s30_135V2.1
gene_c2_14060V3.1	gene_s30_137V2.1
gene_c2_14069V3.1	
gene_c2_14090V3.1	gene_s30_140V2.1;gene_s30_141V2.1
gene_c2_14120V3.1	gene_s30_145V2.1
gene_c2_14140V3.1	gene_s30_146V2.1
gene_c2_14160V3.1	gene_s30_149V2.1
gene_c2_14180V3.1	gene_s30_150V2.1
gene_c2_14210V3.1	gene_s30_154V2.1
gene_c2_1421V3.1	gene_s243_19V2.1
gene_c2_14220V3.1	gene_s30_156V2.1
gene_c2_14270V3.1	gene_s30_162V2.1
gene_c2_14290V3.1	gene_s30_163V2.1;gene_s30_164V2.1
gene_c2_14300V3.1	gene_s30_163V2.1;gene_s30_164V2.1
gene_c2_14320V3.1	
gene_c2_14350V3.1	gene_s30_170V2.1
gene_c2_14370V3.1	gene_s30_173V2.1
gene_c2_14390V3.1	gene_s30_174V2.1
gene_c2_14400V3.1	gene_s30_175V2.1
gene_c2_14410V3.1	gene_s30_177V2.1
gene_c2_14420V3.1	gene_s30_178V2.1
gene_c2_14430V3.1	gene_s30_179V2.1
gene_c2_14440V3.1	gene_s30_180V2.1
gene_c2_14470V3.1	gene_s30_182V2.1
gene_c2_14479V3.1	gene_s30_184V2.1
gene_c2_14480V3.1	gene_s30_184V2.1
gene_c2_14490V3.1	gene_s30_185V2.1
gene_c2_14500V3.1	gene_s30_185V2.1
gene_c2_14501V3.1	gene_s30_185V2.1
gene_c2_14510V3.1	gene_s30_186V2.1
gene_c2_14520V3.1	gene_s30_187V2.1
gene_c2_14550V3.1	
gene_c2_14560V3.1	gene_s30_190V2.1
gene_c2_14570V3.1	gene_s30_191V2.1
gene_c2_14590V3.1	gene_s30_193V2.1
gene_c2_14600V3.1	gene_s30_195V2.1
gene_c2_14610V3.1	gene_s30_196V2.1
gene_c2_14620V3.1	gene_s30_196V2.1;gene_s30_197V2.1
gene_c2_14630V3.1	
gene_c2_14649V3.1	gene_s30_202V2.1
gene_c2_14660V3.1	gene_s30_201V2.1;gene_s30_204V2.1
gene_c2_14665V3.1	gene_s30_201V2.1
gene_c2_14669V3.1	gene_s30_204V2.1
gene_c2_14800V3.1	gene_s30_212V2.1
gene_c2_14810V3.1	
gene_c2_14820V3.1	gene_s30_213V2.1
gene_c2_14840V3.1	gene_s30_215V2.1
gene_c2_14850V3.1	
gene_c2_1490V3.1	gene_s243_25V2.1
gene_c2_14930V3.1	gene_s30_219V2.1
gene_c2_14950V3.1	gene_s30_220V2.1
gene_c2_15020V3.1	gene_s30_226V2.1
gene_c2_15040V3.1	
gene_c2_15060V3.1	gene_s30_228V2.1
gene_c2_15070V3.1	gene_s30_229V2.1
gene_c2_15075V3.1	gene_s30_231V2.1
gene_c2_15080V3.1	gene_s30_231V2.1;gene_s30_232V2.1
gene_c2_150V3.1	gene_s226_12V2.1
gene_c2_1510V3.1	gene_s243_26V2.1;gene_s243_27V2.1
gene_c2_15140V3.1	gene_s30_234V2.1
gene_c2_15160V3.1	gene_s30_235V2.1
gene_c2_15180V3.1	gene_s30_236V2.1
gene_c2_15200V3.1	gene_s30_237V2.1;gene_s30_238V2.1
gene_c2_1520V3.1	gene_s243_27V2.1
gene_c2_15249V3.1	
gene_c2_15250V3.1	gene_s30_242V2.1
gene_c2_15400V3.1	gene_s30_253V2.1
gene_c2_1540V3.1	gene_s243_31V2.1;gene_s243_33V2.1
gene_c2_15420V3.1	gene_s30_255V2.1
gene_c2_15430V3.1	gene_s30_255V2.1
gene_c2_15450V3.1	gene_s30_257V2.1;gene_s30_258V2.1
gene_c2_15470V3.1	gene_s30_260V2.1
gene_c2_15480V3.1	gene_s30_261V2.1
gene_c2_15490V3.1	gene_s30_262V2.1
gene_c2_15500V3.1	gene_s30_263V2.1
gene_c2_1550V3.1	gene_s243_33V2.1
gene_c2_15510V3.1	gene_s30_264V2.1
gene_c2_15540V3.1	gene_s30_266V2.1;gene_s30_268V2.1
gene_c2_1560V3.1	gene_s243_31V2.1
gene_c2_15630V3.1	gene_s30_275V2.1
gene_c2_15650V3.1	
gene_c2_15670V3.1	gene_s30_280V2.1;gene_s30_281V2.1
gene_c2_1570V3.1	gene_s243_37V2.1
gene_c2_15730V3.1	gene_s30_284V2.1;gene_s30_285V2.1
gene_c2_15740V3.1	gene_s30_285V2.1
gene_c2_15810V3.1	
gene_c2_15820V3.1	gene_s30_291V2.1
gene_c2_15830V3.1	gene_s30_293V2.1
gene_c2_15855V3.1	
gene_c2_15860V3.1	gene_s30_295V2.1
gene_c2_15870V3.1	gene_s30_296V2.1
gene_c2_15900V3.1	gene_s30_297V2.1
gene_c2_15910V3.1	gene_s30_298V2.1
gene_c2_15920V3.1	gene_s30_299V2.1
gene_c2_15930V3.1	gene_s30_300V2.1;gene_s30_301V2.1
gene_c2_15931V3.1	gene_s30_300V2.1
gene_c2_15950V3.1	gene_s30_303V2.1
gene_c2_15960V3.1	gene_s30_305V2.1
gene_c2_15970V3.1	gene_s30_306V2.1;gene_s30_307V2.1
gene_c2_1600V3.1	gene_s243_39V2.1
gene_c2_16030V3.1	gene_s30_317V2.1
gene_c2_16039V3.1	gene_s30_321V2.1
gene_c2_16040V3.1	gene_s30_321V2.1
gene_c2_16050V3.1	
gene_c2_16061V3.1	gene_s30_323V2.1;gene_s30_324V2.1
gene_c2_16080V3.1	gene_s30_324V2.1
gene_c2_1610V3.1	gene_s243_40V2.1
gene_c2_16120V3.1	gene_s30_326V2.1
gene_c2_16150V3.1	gene_s30_330V2.1
gene_c2_16160V3.1	gene_s30_332V2.1
gene_c2_16170V3.1	gene_s30_333V2.1
gene_c2_16180V3.1	gene_s30_335V2.1
gene_c2_16200V3.1	gene_s30_336V2.1;gene_s30_337V2.1
gene_c2_16210V3.1	gene_s30_338V2.1
gene_c2_16220V3.1	gene_s30_339V2.1;gene_s30_340V2.1
gene_c2_16228V3.1	gene_s30_339V2.1;gene_s30_340V2.1
gene_c2_16230V3.1	gene_s30_340V2.1
gene_c2_16240V3.1	gene_s30_340V2.1;gene_s30_341V2.1
gene_c2_16250V3.1	gene_s30_342V2.1
gene_c2_16260V3.1	gene_s30_345V2.1
gene_c2_16270V3.1	gene_s30_346V2.1
gene_c2_16280V3.1	gene_s30_347V2.1
gene_c2_16290V3.1	gene_s30_349V2.1
gene_c2_16300V3.1	gene_s30_350V2.1;gene_s30_351V2.1
gene_c2_1630V3.1	gene_s243_41V2.1
gene_c2_16310V3.1	gene_s30_351V2.1
gene_c2_16330V3.1	gene_s30_353V2.1
gene_c2_16340V3.1	gene_s30_354V2.1
gene_c2_16380V3.1	gene_s30_355V2.1
gene_c2_16400V3.1	gene_s30_358V2.1
gene_c2_16410V3.1	gene_s30_359V2.1;gene_s30_360V2.1
gene_c2_1641V3.1	
gene_c2_16450V3.1	gene_s30_362V2.1
gene_c2_16460V3.1	
gene_c2_16480V3.1	gene_s30_364V2.1
gene_c2_16490V3.1	gene_s30_365V2.1
gene_c2_16510V3.1	gene_s30_366V2.1
gene_c2_16540V3.1	gene_s30_367V2.1
gene_c2_16590V3.1	
gene_c2_16600V3.1	
gene_c2_16610V3.1	gene_s358_6V2.1
gene_c2_16660V3.1	gene_s358_10V2.1
gene_c2_16671V3.1	gene_s358_10V2.1
gene_c2_16680V3.1	gene_s358_11V2.1
gene_c2_16690V3.1	gene_s358_12V2.1
gene_c2_1670V3.1	gene_s243_50V2.1
gene_c2_16710V3.1	gene_s358_14V2.1
gene_c2_16720V3.1	gene_s358_16V2.1
gene_c2_16740V3.1	gene_s358_17V2.1
gene_c2_16750V3.1	gene_s358_18V2.1
gene_c2_16760V3.1	gene_s358_19V2.1
gene_c2_16770V3.1	gene_s358_20V2.1
gene_c2_16780V3.1	gene_s358_21V2.1
gene_c2_16790V3.1	gene_s358_22V2.1
gene_c2_16800V3.1	gene_s358_23V2.1
gene_c2_1680V3.1	gene_s243_51V2.1
gene_c2_16810V3.1	
gene_c2_16830V3.1	gene_s358_24V2.1;gene_s358_25V2.1
gene_c2_16850V3.1	gene_s358_27V2.1
gene_c2_16870V3.1	gene_s358_30V2.1
gene_c2_16900V3.1	gene_s358_31V2.1
gene_c2_16910V3.1	gene_s358_32V2.1
gene_c2_16920V3.1	gene_s358_33V2.1
gene_c2_16926V3.1	gene_s358_33V2.1
gene_c2_16950V3.1	gene_s358_34V2.1;gene_s358_35V2.1;gene_s358_36V2.1
gene_c2_1699V3.1	
gene_c2_17000V3.1	gene_s358_39V2.1;gene_s358_40V2.1
gene_c2_17007V3.1	
gene_c2_1700V3.1	gene_s243_53V2.1
gene_c2_17030V3.1	gene_s358_43V2.1
gene_c2_17040V3.1	gene_s358_44V2.1
gene_c2_17070V3.1	gene_s358_46V2.1
gene_c2_17090V3.1	gene_s358_47V2.1
gene_c2_17110V3.1	gene_s358_49V2.1
gene_c2_17140V3.1	gene_s358_52V2.1
gene_c2_17160V3.1	
gene_c2_17170V3.1	
gene_c2_17180V3.1	
gene_c2_17190V3.1	
gene_c2_17200V3.1	
gene_c2_1720V3.1	
gene_c2_17230V3.1	gene_s358_55V2.1
gene_c2_17237V3.1	gene_s358_54V2.1
gene_c2_17250V3.1	gene_s358_56V2.1
gene_c2_17260V3.1	gene_s358_57V2.1
gene_c2_17270V3.1	gene_s358_58V2.1
gene_c2_17290V3.1	gene_s358_60V2.1
gene_c2_17320V3.1	
gene_c2_17340V3.1	
gene_c2_17370V3.1	gene_s358_68V2.1;gene_s567_1V2.1
gene_c2_17380V3.1	gene_s567_1V2.1
gene_c2_17390V3.1	gene_s567_2V2.1
gene_c2_17412V3.1	gene_s567_8V2.1
gene_c2_17430V3.1	
gene_c2_17450V3.1	gene_s567_14V2.1
gene_c2_17460V3.1	gene_s567_14V2.1
gene_c2_17480V3.1	
gene_c2_17490V3.1	gene_s281_127V2.1;gene_s281_128V2.1
gene_c2_1750V3.1	gene_s243_57V2.1
gene_c2_17510V3.1	gene_s281_127V2.1
gene_c2_17520V3.1	gene_s281_126V2.1
gene_c2_17540V3.1	gene_s281_123V2.1
gene_c2_17550V3.1	gene_s281_121V2.1
gene_c2_17560V3.1	gene_s281_120V2.1
gene_c2_17580V3.1	gene_s281_119V2.1
gene_c2_1760V3.1	gene_s243_58V2.1
gene_c2_17640V3.1	gene_s281_115V2.1
gene_c2_17660V3.1	gene_s281_114V2.1
